,name,address,price,city,Check_in_date,Check_out_date,Review,Rating,distance to city centre(km),distance to HYD-Rajiv Gandhi Intl(km),Pool,Free parking,Airport transfer,Spa,Restaurant,Gym,Bar,Bathtub,Meeting Facilities,Connecting rooms available,Pet-friendly,Kitchen,Internet access
3489,OYO 29687 Sunny Guest House,88Sector 1 Imt  Near Hsiidc Market Gurugram Haryana 122052 India,18878,Gurgaon,2021-12-02,2021-02-17,,,13 ,25 ,no,yes,no,no,no,no,no,yes,no,no,no,yes,no
3490,MAVENS HOUSE,750 Sector15 PART 2 Just Behind Google Building Gurugram Haryana 122001 India,1978,Gurgaon,2021-12-02,2021-02-17,Exceptional,9.6,2.0,11 ,no,yes,yes,no,yes,yes,yes,no,no,no,no,no,no
3491,Ginger Manesar,Raheja Square IMT Manesar Gurugram Delhi NCR 122050 India,8158,Gurgaon,2021-12-02,2021-02-17,,,14 ,26 ,no,yes,no,no,yes,yes,yes,no,no,no,no,no,no
3492,OYO 14777 Summer Homez,43526K3 RdHeritage City Sector 25Gurugram Gurugram Haryana 122002 India,3261,Gurgaon,2021-12-02,2021-02-17,,,6.3,8.2,no,yes,no,no,no,no,no,yes,no,no,no,no,no
3493,Smart Villa 5 by Royal Collection,M11 A/6 DLF CITYII Gurugram HARYANA 122002 India,3986,Gurgaon,2021-12-02,2021-02-17,,,6.7,7.2,no,yes,no,no,yes,no,no,no,no,no,no,no,no
3494,SWASNO HOTELS PVT LTD,J10/7 DLF PHASE 2 OPPOSITE SAHARA MALL Gurugram HR 122002 India,4500,Gurgaon,2021-12-02,2021-02-17,,,6.4,8.3,no,yes,no,no,yes,no,yes,no,no,yes,no,no,no
3495,Excel Inn,C125 South City1 Adjoining South City Market Near Huda City Gurugram Harayana 122004 India,5600,Gurgaon,2021-12-02,2021-02-17,,,3.6,11 ,no,yes,no,no,no,no,no,no,no,no,no,no,no
3496,"Lemon Tree Hotel, Udyog Vihar, Gurugram",866 Udyog Vihar Gurugram Delhi NCR 122016 India,3038,Gurgaon,2021-12-02,2021-02-17,Good,7.6,7.6,5.9,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no
3497,"Lemon Tree Hotel, Udyog Vihar, Gurugram",866 Udyog Vihar Gurugram Delhi NCR 122016 India,3038,Gurgaon,2021-12-02,2021-02-17,Good,7.6,7.6,5.9,no,yes,yes,no,yes,yes,no,no,no,no,no,no,no
3498,Hotel La Residence,W5/6 DLF Phase 3 Sector 24 Gurugram 122002 India,6198,Gurgaon,2021-12-02,2021-02-17,Superb,9.2,8.4,6.8,no,yes,yes,no,yes,no,no,no,no,yes,no,no,no
3499,OYO 12968 Hotel The Domus,Plot 410 LIG Colony Sector 31 Gurugram Haryana 122001 India,22276,Gurgaon,2021-12-02,2021-02-17,,,2.4,12 ,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes,yes
3500,OYO 12471 SKS PREMIUM,1053 D C Block sushant lok1 Gurugram Haryana 122002 India,22276,Gurgaon,2021-12-02,2021-02-17,,,5.7,11 ,no,no,no,no,no,no,no,no,no,no,no,yes,no
3501,OYO 13555 Niketan Medanta,102 82 Himalaya Road sector 38 Gurugram Haryana 122001 India,22276,Gurgaon,2021-12-02,2021-02-17,,,3.0,14 ,no,no,no,no,yes,no,no,no,no,no,no,no,no
3502,Tavisha Villa,H34/18 DLF Phase1 Gurugram Delhi NCR 120001 India,8198,Gurgaon,2021-12-02,2021-02-17,Exceptional,10.0,7.0,8.6,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
3503,The Maple Leaf DLF Cyber City,5 Jacaranda Marg DLF City Phase 2 Near DLF Cyber City Gurugram Haryana 122002 India,4476,Gurgaon,2021-12-02,2021-02-17,,,6.8,7.3,no,yes,yes,no,no,no,no,no,no,no,no,no,no
3504,Perch Arbor Golf Course Road,A55/22DLF Phase 1Sector 28 Gurugram Haryana 122002 India,2800,Gurgaon,2021-12-02,2021-02-17,,,6.7,9.3,no,yes,yes,no,yes,no,no,no,no,no,no,no,no
